uuid,teos_volume,ammonia_volume,water_volume,ethanol_volume,dilution_volume_fraction,silica_mass_conc,silica_mass_fraction,ethanol_dilute_vol,sample_dilute_vol,target_volume,teos_vol_frac,ammonia_vol_frac,water_vol_frac,ethanol_vol_frac,rmse_log_distance
f9db1144-6916-4420-ae44-2bf5f1313a4d,49.0,13.0,79.0,1559.0,0.3720616808898316,7.750972884665089,0.0096409837200731,,,1700.0,0.0288235294117647,0.0076470588235294,0.0464705882352941,0.9170588235294118,2.1540600433009396
8f7962c4-620f-42e2-812b-2b161525c034,204.0,125.0,23.0,1348.0,0.089321749662392,32.2859775015604,0.0394929491981558,,,1700.0,0.12,0.0735294117647058,0.0135294117647058,0.7929411764705883,50.0
4b2d55e4-a4ec-419a-aade-a8645321f66a,177.0,97.0,113.0,1312.0,0.1028395428594051,28.04213165302162,0.0340066199626478,,,1699.0,0.1041789287816362,0.0570924072984108,0.0665097115950559,0.772218952324897,50.0
cb613f37-04cf-4232-aa8f-9a57445e5eee,68.0,101.0,155.0,1375.0,0.2688209055331972,10.72773709425612,0.0130702727108956,,,1699.0,0.0400235432607416,0.0594467333725721,0.0912301353737492,0.809299587992937,1.3731049780479332
852b1fcf-ea63-4436-bd20-9ebf44baf999,21.0,57.0,62.0,1561.0,0.8762296512921101,3.291191978892084,0.0041019214926168,,,1701.0,0.0123456790123456,0.0335097001763668,0.0364491475602586,0.9176954732510288,0.3934710846503651
f2e85141-9985-49ff-a6bc-17e2ecbcdc8b,253.0,175.0,231.0,1040.0,0.0718715461180387,40.124919467625,0.0471701834527074,,,1699.0,0.1489111241907004,0.1030017657445556,0.1359623307828134,0.6121247792819305,
328c652f-9166-4c49-ad89-6445d14b89f3,134.0,131.0,239.0,1196.0,0.1357944722409224,21.23679964589117,0.0253244937892383,,,1700.0,0.0788235294117647,0.0770588235294117,0.1405882352941176,0.7035294117647058,50.0
6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,127.0004986709804,157.64374118481717,59.86794127580763,1355.487818868395,0.1434190094125014,20.107794718519536,0.0245907609484526,,,1700.0000000000002,0.074706175688812,0.0927316124616571,0.0352164360445927,0.797345775804938,50.0
8559907a-1b27-4673-ae0e-602b83d86deb,23.367554851403256,32.59316607629248,18.96466125322551,1625.0746178190786,0.7794690471515859,3.699749221009375,0.0046496041247907,,,1700.0,0.0137456205008254,0.0191724506331132,0.0111556830901326,0.9559262457759288,1.552767609053552
b683d769-9cd7-454a-b546-4e86afe5e3f4,38.57024184247005,137.34036043330406,186.4782395966573,1337.6111581275686,0.4722367515525867,6.106767401136641,0.0074069572647527,,,1700.0,0.0226883775543941,0.0807884473137082,0.1096930821156807,0.7868300930162169,1.3055051324154372
a6974af8-5b2d-431a-94df-d35c0be3ee54,107.90392542015304,91.49860259777262,93.28708580085724,1407.3103861812172,0.1688009555107794,17.084263482239834,0.020939867968041,,,1700.0,0.0634728973059723,0.0538227074104544,0.0548747563534454,0.8278296389301277,50.0
81f8f6c2-0e42-4680-bc11-c0be02bfd641,143.1576757509081,177.11977652834574,170.28128108333516,1209.441266637411,0.1272323374820519,22.665935854607785,0.0271796531050709,,,1700.0,0.0842103975005341,0.1041881038402033,0.1001654594607854,0.7114360391984771,50.0
f5e32498-0689-4e74-9a45-9c17edf776b9,146.37860550515137,130.1758416403234,34.756282550269496,1388.6892703042558,0.1244327041607505,23.175900736469256,0.0284557599285215,,,1700.0,0.0861050620618537,0.0765740244943078,0.0204448720883938,0.8168760413554446,50.0
1c809d50-4605-4865-aa13-13649203ede8,205.1273772453264,67.97433264129208,228.26872919764995,1198.6295609157314,0.0887950012274663,32.47750391502851,0.038700986796141,,,1699.9999999999998,0.1206631630854861,0.0399849015537012,0.1342757230574411,0.7050762123033715,50.0
fe8e4a28-cb6b-4396-adc3-a51f49838d54,69.17957254238054,19.29049085928303,32.98459167721375,1578.5453449211225,0.2632899430410233,10.953095916582988,0.013683645647598,,,1699.9999999999998,0.0406938662014003,0.0113473475642841,0.0194027009865963,0.9285560852477192,1.8091721480623266
89b8593e-8436-4dfb-8430-1367d273cbc2,19.326118121606942,48.380129694438594,160.40620246173955,1471.887549722215,0.942469956960566,3.0598747246016065,0.0037599236093864,,,1700.0,0.0113683047774158,0.0284588998202579,0.0943565896833762,0.86581620571895,0.8945908484131925
403cbac3-a2e0-44f0-aca4-9313b8775a4e,83.07116825519711,102.07419160116066,41.69362489554654,1473.1610152480955,0.2192612201905104,13.15253101982332,0.0162757111922535,,,1699.9999999999998,0.0488653930912924,0.0600436421183298,0.0245256617032626,0.8665653030871151,50.0
47d95862-b511-4a42-b8b1-961b605f26a3,90.82144523655926,13.532395937428545,120.98473643863504,1474.6614223873771,0.2005504940693647,14.379620520917596,0.0176927203913818,,,1700.0,0.0534243795509172,0.0079602329043697,0.0711674920227265,0.8674478955219865,0.38200461658493157
649ddf37-37fe-4a30-896b-010286133a28,229.96529601459093,158.88989210068652,58.54650992434074,1252.5983019603816,0.0792044975043975,36.41005360636099,0.0440618014649357,,,1699.9999999999998,0.1352737035379946,0.0934646424121685,0.0344391234849063,0.7368225305649304,50.0
a9d67fc5-2e59-4f51-a904-9cac957c9e73,80.17300420349086,36.7082323846744,40.44922520624596,1542.6695382055889,0.2271872670263818,12.693669138002868,0.0157991563134008,,,1700.0,0.0471605907079358,0.0215930778733378,0.023793661886027,0.9074526695326992,0.4580984311685377
5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,238.3918466334671,121.69629745694716,216.0113697206898,1123.9004861888957,0.07640481824989,37.744216478182,0.0447201438512066,,,1699.9999999999998,0.1402304980196865,0.0715860573276159,0.1270655116004057,0.6611179330522917,50.0
289532b3-a4c8-4db7-93ff-9edc14d5d2c8,100.72073371561024,56.41003917053458,229.21385452915365,1313.6553725847016,0.1808394859961466,15.94695972571748,0.0192200421462183,,,1700.0,0.0592474904209472,0.0331823759826674,0.1348316791347962,0.7727384544615892,50.0
43cd6089-f940-463f-bd40-a1f2bf168f67,63.32653758949563,104.92040766772102,116.35742694632464,1415.3956277964587,0.2876248474590063,10.026393844193237,0.0122900798506506,,,1700.0,0.0372509044644091,0.0617178868633653,0.0684455452625439,0.8325856634096815,1.357673668472295
fedab157-3d87-4f8b-b09b-590c966aa0ba,79.17455835484178,63.5123068636842,236.2034517196601,1321.109683061814,0.2300522553299705,12.535586733821086,0.0151176270815778,,,1700.0,0.0465732696204951,0.0373601805080495,0.1389432068939177,0.7771233429775376,1.399661748578227
48117328-d486-4f9f-96ab-b0034fe30cd5,213.96023272880265,37.943678392016224,109.14368475310854,1338.9524041260725,0.0851293040860193,33.87599641465421,0.0411459433433597,,,1700.0,0.1258589604287074,0.022319810818833,0.0642021675018285,0.7876190612506309,0.9821355902067774
2027f32f-4921-4edd-95bb-849ab8220e8c,136.0504166665083,77.73521219434689,163.25380730506953,1322.9605638340752,0.1338789410614833,21.54065439370041,0.0260791731864238,,,1700.0,0.0800296568626519,0.0457265954084393,0.0960316513559232,0.7782120963729854,50.0
1e52819b-5c95-48c2-8f70-d460a28eff49,207.6019981216617,178.07089154222822,45.094509067166086,1269.232601268944,0.0877365626491298,32.8693068536644,0.0398878786568426,,,1700.0,0.1221188224245068,0.1047475832601342,0.0265261818042153,0.7466074125111436,50.0
ecc20fb9-daca-4f65-97ce-f1329696f7ec,32.66267181532395,146.57619431869676,137.5305969560077,1383.2305369099718,0.5576483705090023,5.1714308738457,0.006317865110694,,,1700.0000000000002,0.0192133363619552,0.0862212907757039,0.0809003511505927,0.813665021711748,1.3063544763150419
f59733f7-c03c-4712-934e-fb6ea464b604,31.89500728136396,130.2946172460637,89.35313858654402,1448.4572368860283,0.5710701224679826,5.049887722258984,0.0062230457646941,,,1700.0,0.0187617689890376,0.0766438924976845,0.0525606697567906,0.8520336687564872,1.294671315660001
c2755e87-75e2-48c6-b27a-739971d1775c,78.2279023216347,134.9356026919215,66.51648409701009,1420.320010889434,0.2328361770381816,12.385704131910282,0.0152364495724074,,,1700.0000000000002,0.0460164131303733,0.0793738839364244,0.0391273435864765,0.8354823593467257,50.0
2a988138-57f5-40bf-851c-3df09f642f05,93.96342886355411,53.95463881225708,129.8297232383711,1422.252209085818,0.1938444130294029,14.877085983192972,0.0182152601444665,,,1700.0000000000005,0.0552726052138553,0.0317380228307394,0.0763704254343359,0.8366189465210693,50.0
0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,34.80937334281116,115.62254977188736,136.5583750468186,1413.009701838483,0.5232580757747922,5.511314843502178,0.0067492541315591,,,1700.0,0.0204761019663595,0.0680132645716984,0.0803284559098933,0.8311821775520488,1.2790410603700235
320cdd85-691d-48fb-9eac-d27b2fc5e5f5,222.50863864686008,10.347905408957942,136.58098759147575,1330.5624683527062,0.08185878006828,35.229452449627665,0.0426706816891131,,,1700.0,0.130887434498153,0.0060870031817399,0.0803417574067504,0.7826838049133567,0.8655091045034281
a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,185.54149434019536,121.30570267852536,91.55878289996691,1301.5940200813122,0.0981682603077957,29.37650102953885,0.0356430785330758,,,1700.0,0.1091420554942325,0.0713562956932502,0.0538581075882158,0.7656435412243013,50.0
bf04b495-3291-4508-a497-e6d96dc52362,150.04299913417665,31.67099911769417,156.00495023873967,1362.2810515093895,0.1213937725811352,23.7560785753861,0.0288562438682379,,,1700.0,0.0882605877259862,0.0186299994809965,0.0917676177874939,0.8013417950055233,1.1151627271913707
f5458994-6b3e-4176-9427-7cef2bb6c7d5,183.7509161636644,76.54488740522862,18.999017402611383,1420.7051790284956,0.0991248702023477,29.093001525380032,0.0358209767515902,,,1700.0,0.1080887742139202,0.0450264043560168,0.0111758925897714,0.8357089288402916,50.0
3ae01d8c-6757-4aa4-8701-a4f231f6a81c,68.29057595176755,93.94049079145373,85.88734459299906,1451.8815886637797,0.2667174124750411,10.812342446033078,0.0133195556236798,,,1700.0,0.0401709270304515,0.0552591122302668,0.0505219674076465,0.8540479933316351,50.0
9aed2e5c-7127-46bd-8331-51407d127d8f,152.07093042543832,52.733501311874434,102.305771614358,1392.8897966483291,0.1197749343896882,24.07715783518959,0.0294272264449363,,,1700.0,0.0894534884855519,0.0310197066540437,0.0601798656555047,0.8193469392048995,1.2377224973376146
48c60f84-a45b-4017-9430-12b3234fdc0e,164.00682064416375,168.06690230436868,240.53299671757728,1127.3932803338903,0.1110580989421422,25.96694907862946,0.0307755092975298,,,1700.0,0.0964746003789198,0.0988628837084521,0.1414899980691631,0.6631725178434649,50.0
5175dc78-a900-486e-8b14-6b0441555fe2,138.78791081914713,124.84767410911957,165.15736302866725,1271.207052043066,0.1312382728926623,21.974077656131964,0.0264902706661816,,,1699.9999999999998,0.0816399475406747,0.0734398082994821,0.0971513900168631,0.74776885414298,50.0
9694a191-11f7-482c-bb4c-e119489126a4,79.93383858200566,154.2415474749872,162.55816361745565,1303.2664503255517,0.227867021494274,12.65580241093583,0.015319421092056,,,1700.0000000000002,0.0470199050482386,0.09073032204411,0.0956224491867386,0.7666273237209127,50.0
2a0a2e87-67a7-401a-943d-423159a4a939,238.50383687225133,60.76715383365885,222.6365387740717,1178.092470520018,0.0763689421233158,37.76194772140951,0.0449090067681184,,,1700.0,0.140296374630736,0.0357453846080346,0.130962669867101,0.6929955708941282,50.0
9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,63.14887811736393,82.51106564358193,119.57894105875368,1434.7611151803003,0.2884340348918623,9.998265291685112,0.0122718793761034,,,1699.9999999999998,0.037146398892567,0.0485359209668129,0.0703405535639727,0.8439771265766474,50.0
ff3ac045-3c39-4fb0-b2c9-bf69d7600548,183.4978669451781,78.52188789816525,183.47711930324903,1254.5031258534077,0.099261566455851,29.05293662963355,0.0348970448670719,,,1700.0,0.1079399217324577,0.0461893458224501,0.1079277172372053,0.7379430152078869,
1edc0740-a22f-4216-bd49-d80627b2fb63,234.0481462855917,98.0877230274302,9.3607506438752,1358.503380043103,0.0778228155332628,37.0564850454093,0.0453756398147733,,,1700.0000000000002,0.1376753801679951,0.0576986606043707,0.0055063239081618,0.7991196353194723,50.0
5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,161.95748597151797,64.0639452090959,250.67388773134803,1223.3046810880385,0.1124633764535521,25.64248105418601,0.0305983312517267,,,1700.0000000000005,0.0952691093950105,0.0376846736524093,0.1474552280772635,0.7195909888753166,50.0
5edc0763-1f2c-44f2-bf68-db785ae258b0,85.98861472003077,178.39813903974527,108.31929731681475,1327.2939489234093,0.21182206241593,13.614445856623488,0.0165718195761315,,,1700.0,0.0505815380706063,0.1049400817880854,0.0637172337157733,0.7807611464255348,50.0
4bec4e18-80bb-44d9-8508-cc464f14b287,50.2210523417439,124.2406098557808,164.94082575473143,1360.597512047744,0.3626822789443211,7.951422408600025,0.0096739219879481,,,1700.0,0.0295417954951434,0.073082711679871,0.097024015149842,0.8003514776751435,
a180d359-a229-4b3e-a615-2991fd549f42,166.90637082978213,105.54729587184796,82.83123966184186,1344.715093636528,0.1091287625734872,26.426030424912256,0.0322071258801506,,,1700.0,0.0981802181351659,0.0620866446304988,0.0487242586246128,0.7910088786097224,
3584700a-8b01-4e59-a53a-1300fd3fac0a,83.47789513445348,57.71626609380468,175.10171902700475,1383.7041197447372,0.2181929202329421,13.216927464563108,0.0160854894089258,,,1700.0,0.0491046441967373,0.0339507447610615,0.1030010111923557,0.8139435998498454,
0e6edb88-77c3-4984-a38d-198341bba9e1,190.43688659323485,103.85934509699324,139.81285817734036,1265.8909101324314,0.0956447358498916,30.15158099789209,0.0363534557001475,,,1699.9999999999998,0.1120216979960205,0.061093732409996,0.0822428577513767,0.7446417118426067,
68831f53-4a51-4f12-b385-10c50c8fab46,75.22550384759337,170.91415924001222,187.560764311135,1266.2995726012591,0.2421291288548601,11.910338973418868,0.0143516067474829,,,1699.9999999999995,0.0442502963809372,0.1005377407294189,0.1103298613594912,0.7448821015301527,
fed3ab35-04e9-4916-8527-8627191a3bdc,20.15313116744084,63.83954787011946,49.461665199018725,1566.5456557634209,0.9037943316576286,3.1908144353050045,0.0039823679231771,,,1700.0,0.011854783039671,0.0375526752177173,0.0290950971758933,0.921497444566718,
32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,180.7989295678836,8.839735230185184,227.60965678943137,1282.7516784124998,0.1007433271746606,28.62561800247308,0.0343568351862768,,,1700.0,0.1063523115105197,0.0051998442530501,0.1338880334055478,0.7545598108308822,
a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,247.36551526512807,88.81269067913773,77.66185479923394,1286.1599392565,0.0736330837981337,39.16500370819852,0.0474387549275706,,,1699.9999999999998,0.1455091266265459,0.0522427592230222,0.0456834439995493,0.7565646701508824,
770a433d-0480-4cee-bf12-ce066c24db55,99.54716822056066,52.05975691675929,14.533589052896684,1533.8594858097836,0.1829714098338731,15.76115089575115,0.0196304299841148,,,1700.0000000000002,0.0585571577768003,0.0306233864216231,0.0085491700311156,0.9022702857704608,
41414be7-3e27-4b4d-b70e-e31d54a733d3,141.39397785460312,8.798970601811643,12.093150499517836,1537.7139010440674,0.1288193881426523,22.386692264106124,0.0278679349278385,,,1700.0,0.0831729281497665,0.0051758650598892,0.0071136179408928,0.9045375888494512,
6b50a94f-b7f2-402e-a210-e89f507b8861,236.7727433174201,161.03389912605078,71.02939845947752,1231.1639590970517,0.0769272909503246,37.487866326427934,0.0452427398573934,,,1700.0,0.1392780843043647,0.0947258230153239,0.0417819990938103,0.724214093586501,
fa1dfc55-e5e0-4514-a66a-e29a5351518a,212.8129276281497,116.07062358277798,172.18175012870827,1198.934698660364,0.0855882484080653,33.694345352769744,0.0403004351470122,,,1700.0,0.1251840750753821,0.0682768374016341,0.1012833824286519,0.7052557050943317,
ef17f542-90a3-44a8-a6b8-acb920953fab,79.09535853399576,32.61406968364799,105.16065324053848,1483.129918541818,0.230282611418432,12.523047147315676,0.0154405939676635,,,1700.0000000000002,0.0465266814905857,0.0191847468727341,0.061859207788552,0.8724293638481281,
23850c30-c572-41ad-abf0-7e1bd4fa7397,210.8667967042741,12.467859020547303,61.26151288896466,1415.403831386214,0.0863781590983713,33.38621742002805,0.0409399336464846,,,1700.0,0.1240392921789847,0.007334034717969,0.0360361840523321,0.8325904890507142,
4ab46dcc-3395-4e7b-bb87-52e805e12abb,100.76327329779082,99.75853847640528,32.791727661481595,1466.6864605643225,0.1807631403602393,15.953694952703588,0.0197358794954142,,,1700.0000000000002,0.0592725137045828,0.0586814932214148,0.0192892515655774,0.8627567415084249,
657e707f-abc9-4f86-ae1e-9e59efb6e1f9,201.602262542762,166.8734375746814,175.2535115044569,1156.2707883780995,0.0903476254906726,31.919377895523382,0.0380524691538014,,,1699.9999999999998,0.1185895662016247,0.0981608456321655,0.1030903008849746,0.6801592872812351,
96ef6012-d812-4975-8b77-8ed7e78669fb,231.0303178338392,58.108500544687296,21.69057434927056,1389.170607272203,0.0788393743516629,36.57867688214567,0.0448646848930108,,,1700.0,0.1359001869610819,0.0341814709086395,0.0127591613819238,0.8171591807483547,
e0368e49-ecc3-4ebf-9a19-4e942c829517,93.31712335369282,96.1366816448103,233.57672041073312,1276.9694745907636,0.1951869609744557,14.77475742028388,0.01775365676346,,,1700.0,0.0548924255021722,0.0565509892028295,0.137398070829843,0.7511585144651551,
d03dab18-5712-44f7-9334-14047212632e,173.79449816220804,169.4022986637357,41.13656972943761,1315.6666334446186,0.1048035807053324,27.51661709067227,0.0335517603959513,,,1700.0,0.1022320577424753,0.099648410978668,0.0241979821937868,0.7739215490850697,
4d5fd07b-987b-49df-b4ba-54d2a337d945,225.02384879691184,122.33135082632884,220.0688605903171,1132.5759397864422,0.0809438013422498,35.62768182589337,0.0422420468367435,,,1700.0,0.1323669698805363,0.0719596181331346,0.1294522709354806,0.6662211410508483,
0cbe4677-2659-4e7f-993b-222b31ebcb86,155.64625492957006,86.94978943083082,191.7353781605705,1265.6685774790287,0.1755354061284129,24.64323349578541,0.0296285320856664,1402.0,298.0,1700.0,0.0915566205468059,0.0511469349593122,0.1127855165650414,0.7445109279288404,50.0
ad84fa96-1a1d-4b08-906a-64405d8b14c4,22.54790990356438,101.93326133513106,210.3788026980531,1365.1400260632515,1.211705594366846,3.569976089992673,0.0043338860592723,-360.0,2060.0,1700.0,0.0132634764138614,0.0599607419618418,0.1237522368812077,0.8030235447430891,50.0
50d45172-6479-4d31-9ef6-bea791278606,129.3699279797417,48.84969309826327,126.99382083743492,1394.78655808456,0.211188403658282,20.48294283714265,0.0250080151051116,1341.0,359.0,1700.0,0.0760999576351421,0.0287351135872136,0.0747022475514323,0.8204626812262118,1.1737002127858247
bc2a0ee6-c1d0-4437-bf7c-9c3184bef73f,168.44264320120442,126.51746597032036,169.5594979589715,1235.480392869504,0.162200189050662,26.66926607988651,0.0320282760335629,1424.0,276.0,1700.0000000000002,0.0990839077654143,0.0744220388060707,0.0997408811523361,0.7267531722761786,50.0
517c3f17-e084-4ef0-a79f-a7ee9183f4b9,123.01207818495038,106.47892599457266,25.36767742975814,1445.1413183907189,0.2221036257134882,19.47631420290362,0.0240516540383987,1322.0,378.0,1700.0,0.0723600459911472,0.0626346623497486,0.0149221631939753,0.8500831284651288,1.0908535487261883
2811e6fa-3ff3-42bc-a3cf-bcc61a8cf0fd,160.32958215184613,133.86375526943303,140.37025363611818,1265.4364089426026,0.1704079072915738,25.384737532152624,0.0306254228908611,1410.0,290.0,1700.0,0.0943115189128506,0.0787433854526076,0.0825707374330106,0.744374358201531,50.0
cf246b70-a191-4b99-bd9b-0847ce01744b,190.4315868967156,106.91726866404689,116.9832548064057,1285.667889632832,0.1434710964533783,30.150741905047603,0.0364672475718992,1456.0,244.0,1700.0,0.1120185805274797,0.0628925109788511,0.0688136792978857,0.7562752291957835,50.0
